user_id,structuring_count,amount_std_dev,round_number_ratio,flow_ratio,distinct_counterparties,wager_ratio,win_loss_ratio,unique_device_count,unique_ip_count,night_owl_ratio,velocity_24h,avg_transaction_amount,is_smurf,smurf_type
USER_01275,0,82.58639596,0,1.096326532,0,3.195196176,2.825604628,5,6,0.055555555,1.19999998,190.8801389,FALSE,none
USER_00401,0,76.77805277,0,1.127912588,0,2.207569504,1.517440474,3,5,0.053333333,1.249999979,182.2582667,FALSE,none
USER_02394,0,86.202186,0,1.026809958,0,3.75865302,2.485048183,4,7,0.078947367,1.266666646,228.3492105,FALSE,none
USER_01893,0,98.764162,0,1.02410961,0,3.888049022,2.095103188,8,2,0.028571428,1.166666647,172.0227143,FALSE,none
USER_04541,0,77.74206277,0,1.025471919,0,4.11650517,2.034135422,5,4,0.041666666,1.19999998,188.8327778,FALSE,none
USER_00669,0,79.60602835,0,1.128017919,0,3.328785875,1.793746747,5,7,0.04054054,1.233333313,167.6702703,FALSE,none
USER_00443,0,83.49674606,0,1.040952512,0,2.275854297,2.502410962,10,4,0.036144578,1.38333331,225.7018072,FALSE,none
USER_00760,0,72.27310267,0,1.069546256,0,2.977485488,1.93250787,1,7,0.037037037,1.349999978,202.1218519,FALSE,none
USER_00019,0,83.98950911,0,1.017522422,0,3.315729668,1.442000904,1,4,0.013333333,1.249999979,152.7824,FALSE,none
USER_03311,0,87.27669202,0,1.024076709,0,3.498901155,1.991368212,5,4,0.012820513,1.299999978,193.8517949,FALSE,none
USER_01536,0,75.2376988,0,1.077423678,0,2.486195604,2.888821216,5,10,0.051948051,1.283333312,214.2090909,FALSE,none
USER_04530,0,87.96914851,0,1.085824008,0,3.413932343,1.358422111,4,5,0.041666666,1.19999998,191.68375,FALSE,none
USER_01905,0,77.91215122,0,1.068249901,0,3.916876572,1.921164071,5,2,0.085714284,1.166666647,208.505,FALSE,none
USER_03083,0,67.73264597,0.071428571,1.134194208,0,3.538513088,1.829627281,9,4,0.028169014,1.183333314,184.6405634,FALSE,none
USER_01036,0,70.2064442,0.071428571,1.121213852,0,2.806904934,1.768300356,2,5,0.106060604,1.118644049,185.7228788,FALSE,none
USER_00271,0,100.7867638,0,1.055708846,0,3.311885912,2.073806668,4,3,0.070422534,1.20338981,155.1970423,FALSE,none
USER_03638,0,84.71760029,0,1.020501275,0,2.573795887,1.978706242,7,7,0.054054053,1.233333313,182.0468919,FALSE,none
USER_02762,0,84.85895374,0,1.11482531,0,3.772564467,1.311244161,5,4,0.075757575,1.099999982,123.4827273,FALSE,none
USER_02335,0,87.85864765,0,1.081090698,0,2.103395159,1.691252335,4,2,0.055555555,1.19999998,155.9606944,FALSE,none
USER_01464,0,77.86807593,0,1.029138509,0,2.932639687,2.56065705,7,5,0.037974683,1.316666645,206.8768354,FALSE,none
USER_02326,0,97.79687017,0,1.098849903,0,3.843209094,1.813199655,3,4,0.042857142,1.166666647,165.2085714,FALSE,none
USER_01735,0,75.53712922,0,1.025109525,0,2.944462342,0.669843606,5,4,0.070422534,1.183333314,139.39,FALSE,none
USER_04660,0,62.85048655,0,1.129688689,0,2.806116212,2.246918671,5,6,0.028985507,1.149999981,189.3975362,FALSE,none
USER_02121,0,82.45261646,0,1.080880066,0,3.685658781,2.229921009,3,5,0.025974026,1.283333312,210.3077922,FALSE,none
USER_01432,0,101.6950396,0,1.056388602,0,3.504184818,1.396887953,9,5,0.054054053,1.233333313,158.3408108,FALSE,none
USER_00836,0,78.18319055,0,1.070519468,0,3.783095415,3.146148369,4,5,0.078947367,1.266666646,200.1838158,FALSE,none
USER_03356,0,74.57046229,0,1.063195124,0,3.16308021,2.817817926,7,5,0.039999999,1.249999979,218.7982667,FALSE,none
SMURF_04962,0,0,0,20.00014231,10,0,0,97.71,99,0.254054053,3.083333282,465.2319459,TRUE,fan_in
SMURF_04908,0,0,0,20.00014231,10,0,0,97.71,99,0.223463686,3.033898254,470.4509497,TRUE,fan_in
USER_03332,0,75.84594518,0,1.069309288,0,2.790262381,2.338241449,8,1,0.042857142,1.166666647,175.068,FALSE,none
USER_00576,0,76.25924758,0,1.079758807,0,4.378744268,2.394079417,4,3,0.028571428,1.166666647,175.5111429,FALSE,none
USER_03159,0,81.41867282,0,1.099693664,0,3.228453678,2.575534717,5,6,0.039473684,1.266666646,208.6026316,FALSE,none
SMURF_04896,0,0,0,20.00014231,10,0,0,93,94,0.316666664,2.264150901,475.49475,TRUE,fan_in
USER_04078,0,68.97970373,0,1.036215552,0,3.136176881,1.257904423,5,6,0.044776119,1.116666648,158.8479104,FALSE,none
USER_03441,0,83.96993697,0,1.04466727,0,3.270306673,2.715259721,3,6,0.013157895,1.266666646,226.2093421,FALSE,none
USER_03395,0,93.7163311,0,1.082378944,0,2.933949787,2.117875701,9,4,0.025974026,1.283333312,207.5163636,FALSE,none
USER_01833,0,70.83522544,0,1.082601642,0,3.454077621,1.833641469,5,6,0.026315789,1.266666646,211.4739474,FALSE,none
USER_04182,0,78.86904775,0,1.039568543,0,4.355735271,4.400667406,2,5,0.051948051,1.283333312,264.8687013,FALSE,none
USER_03766,0,74.96037917,0,1.059833081,0,5.584250824,2.711625527,4,5,0.042253521,1.183333314,182.4983099,FALSE,none
USER_04497,0,78.74709932,0,1.054891665,0,2.733100856,2.447883122,4,4,0.049382715,1.349999978,214.1397531,FALSE,none
USER_02091,0,83.65749369,0,1.011313356,0,4.439443831,4.457725691,6,5,0.025641025,1.322033876,255.1402564,FALSE,none
USER_00724,0,61.0199077,0,1.121478549,0,3.155942439,1.436576104,5,7,0.057971014,1.149999981,150.3710145,FALSE,none
USER_02097,0,69.43891266,0,1.056781828,0,2.088941232,1.681528106,2,3,0.063291138,1.316666645,201.0121519,FALSE,none
USER_02480,0,57.48297267,0,1.030483916,0,2.509978556,1.945691431,6,5,0.024691358,1.349999978,216.1893827,FALSE,none
USER_03420,0,74.55227624,0,1.144474435,0,4.136032556,1.792457692,2,5,0.046874999,1.066666649,173.79625,FALSE,none
USER_02825,0,61.42389339,0,1.033849741,0,3.383407267,3.085615978,8,6,0.065789473,1.266666646,215.7513158,FALSE,none
USER_04583,0,86.45786653,0.090909091,1.083206523,0,4.923958098,3.413562189,8,6,0.054054053,1.233333313,240.8654054,FALSE,none
USER_03112,0,68.89589937,0,1.034907157,0,3.692931841,2.156464009,9,3,0.093333332,1.249999979,199.7725333,FALSE,none
SMURF_04959,0,0,0,20.00014231,10,0,0,97.71,99,0.274390242,2.77966097,455.7164024,TRUE,fan_in
USER_02363,0,82.18597459,0,1.076593346,0,2.647910523,1.903223743,5,3,0.028169014,1.183333314,203.9466197,FALSE,none
USER_00752,0,66.40703735,0,1.037292663,0,4.611705637,2.535973006,3,3,0.041666666,1.19999998,174.3602778,FALSE,none
USER_03302,0,79.65201584,0,1.111235645,0,5.071089575,2.562531448,6,7,0.044117646,1.133333314,222.9936765,FALSE,none
USER_03091,0,78.38139667,0,1.053345968,0,3.553714309,2.492575768,3,5,0.05479452,1.216666646,214.3164384,FALSE,none
USER_01925,0,88.63255853,0,1.025797382,0,3.093849841,1.90953051,5,4,0.014084507,1.183333314,162.783662,FALSE,none
USER_04309,0,65.5387549,0,1.083112988,0,2.854449951,2.076527535,4,3,0.065789473,1.310344805,190.6319737,FALSE,none
USER_02375,0,83.09754377,0,1.083092071,0,3.29202223,2.801143663,2,3,0.078947367,1.266666646,275.0243421,FALSE,none
USER_04567,0,77.93879013,0.066666667,1.021570985,0,3.633151901,3.328604553,3,7,0.049999999,1.333333311,253.622,FALSE,none
USER_00117,0,62.97043221,0,1.113192451,0,3.698224057,1.512568338,5,6,0.039999999,1.249999979,188.7562667,FALSE,none
USER_02031,0,78.33147763,0,1.058940491,0,4.559361144,1.444193604,6,3,0.045454545,1.099999982,166.9351515,FALSE,none
USER_03642,0,77.84521995,0,1.087096728,0,3.343736737,1.702174856,4,5,0.115942027,1.149999981,191.4433333,FALSE,none
USER_02441,0,74.06108983,0,1.035155777,0,3.087123169,1.681317177,4,4,0.026315789,1.266666646,188.0347368,FALSE,none
USER_03242,0,61.04132318,0,1.017830232,0,3.98599409,2.399254008,4,3,0.028985507,1.149999981,200.6536232,FALSE,none
USER_02831,0,96.88801469,0,1.02849123,0,3.81552368,2.529823363,6,3,0.026666666,1.249999979,191.6529333,FALSE,none
SMURF_04857,0,0,0,20.00014231,10,0,0,97.71,99,0.232432431,3.083333282,489.7770811,TRUE,fan_in
USER_02681,0,72.85416281,0,1.119726316,0,3.187820144,1.535157681,7,6,0.029850746,1.116666648,168.9140299,FALSE,none
USER_04169,0,77.83620757,0,1.15999457,0,3.03646742,1.323717005,4,7,0.029850746,1.116666648,128.2540299,FALSE,none
USER_02714,0,53.0525229,0,1.05992778,0,3.264572825,2.06674213,2,4,0.07142857,1.166666647,171.0572857,FALSE,none
USER_00545,0,76.91412185,0,1.011569111,0,4.162005602,1.52246235,4,5,0.055555555,1.19999998,175.1540278,FALSE,none
USER_03237,0,75.00735426,0,1.031973556,0,3.349527856,4.457725691,7,5,0.026666666,1.249999979,227.7777333,FALSE,none
SMURF_04905,0,0,0,20.00014231,10,0,0,97.71,99,0.231638417,2.949999951,478.4949718,TRUE,fan_in
USER_03090,0,95.15688946,0.066666667,1.100901354,0,3.312782998,2.154313583,5,7,0.054054053,1.233333313,201.0497297,FALSE,none
USER_03048,0,73.11598082,0.0625,1.055750647,0,2.132995449,1.750584521,5,3,0.10958904,1.216666646,193.1845205,FALSE,none
USER_02102,0,91.72237987,0,1.186584575,0,2.428856122,1.119354876,6,4,0.042253521,1.183333314,132.0038028,FALSE,none
USER_04198,0,78.51145811,0,1.030540414,0,3.812849296,2.703449769,3,9,0.026315789,1.266666646,202.1817105,FALSE,none
USER_01495,0,72.64249359,0,1.026870127,0,4.736571777,4.294118629,3,7,0.053333333,1.249999979,255.2924,FALSE,none
USER_01591,0,71.93720749,0,1.071091964,0,3.802628703,1.288763026,6,3,0.057142856,1.166666647,119.2271429,FALSE,none
USER_03733,0,80.50656799,0,1.089834898,0,2.053093808,1.840917055,4,4,0.050632911,1.316666645,201.0193671,FALSE,none
USER_01579,0,80.35883807,0,1.095948544,0,3.464990969,2.864826146,5,4,0.057971014,1.149999981,200.9947826,FALSE,none
USER_00112,0,91.09145597,0,1.11606961,0,4.080868215,2.15197368,7,5,0.042857142,1.166666647,170.7024286,FALSE,none
USER_03143,0,87.48326621,0,1.08909849,0,5.299925836,2.461018912,8,4,0.057142856,1.166666647,197.3472857,FALSE,none
USER_03136,0,68.59494189,0,1.095988753,0,1.737060347,1.832599628,6,6,0.08108108,1.233333313,177.8995946,FALSE,none
USER_01763,0,85.44398225,0,1.061717959,0,3.199900961,2.121940782,6,5,0.027027027,1.233333313,176.6608108,FALSE,none
USER_00816,0,94.25816378,0,1.050574127,0,2.232793721,0.863397637,5,4,0.028985507,1.169491506,122.5485507,FALSE,none
USER_00303,0,78.01017455,0,1.060769322,0,2.745734453,3.195316848,3,2,0.039473684,1.266666646,214.7034211,FALSE,none
USER_02239,0,65.94215559,0,1.093146762,0,2.854869232,1.566294589,6,5,0.013513513,1.233333313,158.2387838,FALSE,none
USER_00022,0,74.37583917,0.058823529,1.038521954,0,2.642263391,1.463912349,3,6,0.05479452,1.216666646,164.2646575,FALSE,none
USER_00933,0,70.29020611,0,1.091424664,0,2.731061856,1.416477777,4,5,0.058823529,1.152542353,161.9347059,FALSE,none
USER_02457,0,87.53181351,0,1.064424723,0,3.533982457,1.546108554,5,4,0.028571428,1.166666647,189.4257143,FALSE,none
USER_04441,0,82.28038804,0,1.129790163,0,3.011130626,1.608389586,6,2,0.04109589,1.216666646,185.6430137,FALSE,none
USER_03527,0,75.66208274,0,1.06667036,0,3.165567668,2.245404571,9,7,0.077922077,1.283333312,188.9328571,FALSE,none
USER_04559,0,69.74594422,0,1.05867445,0,2.964920903,1.503070357,4,4,0.114285713,1.166666647,171.2817143,FALSE,none
USER_03414,0,69.6566788,0.090909091,1.063376052,0,3.634804235,1.256883397,5,7,0.015384615,1.083333315,133.2109231,FALSE,none
USER_01480,0,69.42091059,0.083333333,1.025215261,0,3.864214876,2.808363128,3,2,0.053333333,1.249999979,224.4165333,FALSE,none
USER_02728,0,81.06481722,0,1.088615276,0,2.652151947,1.621626163,3,7,0.055555555,1.19999998,144.8475,FALSE,none
USER_00413,0,65.98380299,0,1.02780964,0,5.715216363,2.018334859,3,4,0.039999999,1.249999979,185.7452,FALSE,none
USER_00320,0,63.84629855,0.0625,1.057949807,0,3.149212723,1.787934644,4,5,0.026666666,1.249999979,190.7028,FALSE,none
USER_02217,0,99.67134326,0,1.033342682,0,3.226730011,1.12556751,6,4,0.09589041,1.216666646,169.8172603,FALSE,none
USER_02131,0,83.53428202,0,1.042655425,0,2.847640431,1.872486133,2,7,0.04054054,1.233333313,200.3762162,FALSE,none
USER_04779,0,90.98199404,0.076923077,1.053295389,0,2.687426374,1.523713475,5,4,0.054054053,1.233333313,156.0018919,FALSE,none
USER_01223,0,85.97616489,0,1.089618468,0,2.996190475,2.25029131,5,7,0.02739726,1.216666646,185.720137,FALSE,none
USER_04801,0,84.89129603,0,1.024604957,0,4.337317291,1.970972367,5,4,0.09090909,1.283333312,177.7450649,FALSE,none
USER_01113,0,84.46312224,0,1.065065306,0,4.001142364,4.30418012,4,5,0.013513513,1.233333313,227.9285135,FALSE,none
USER_02820,0,69.38867239,0,1.050983069,0,2.986258956,2.943912111,5,6,0.026666666,1.249999979,234.7372,FALSE,none
USER_01946,0,95.68362104,0,1.021031825,0,2.501885255,3.013802111,7,3,0.037037037,1.349999978,198.6891358,FALSE,none
USER_03537,0,83.93602378,0,1.068818938,0,2.96654928,1.688501576,7,5,0.057142856,1.186440658,190.6431429,FALSE,none
USER_02995,0,70.1360942,0,1.054142969,0,2.961802075,1.337064295,7,4,0.053333333,1.249999979,174.6621333,FALSE,none
USER_01175,0,64.35066763,0,1.079465328,0,3.252412755,1.923678128,6,5,0.042857142,1.166666647,202.3512857,FALSE,none
USER_03076,0,71.33726389,0,1.025083352,0,3.64106656,2.308545957,6,7,0.026315789,1.266666646,219.1401316,FALSE,none
USER_01277,0,95.22411099,0,1.024818899,0,3.299210388,1.414044393,8,5,0.013333333,1.249999979,170.7276,FALSE,none
USER_04832,0,85.9129563,0,1.073355986,0,4.634211546,2.325427243,7,3,0.06849315,1.216666646,196.4291781,FALSE,none
SMURF_04893,0,0,0,20.00014231,10,0,0,78,73,0.163043476,1.803921533,478.6219565,TRUE,fan_in
USER_01456,0,95.12051765,0,1.017640829,0,4.827576017,3.564730059,5,3,0.039473684,1.266666646,235.88,FALSE,none
USER_03096,0,84.72557346,0,1.040321936,0,3.120218486,2.94889166,2,5,0.09090909,1.283333312,202.1797403,FALSE,none
USER_03344,0,66.73204251,0,1.112286274,0,3.050157641,2.10253419,5,3,0.013513513,1.233333313,188.7313514,FALSE,none
USER_03099,0,64.51324761,0,1.123890789,0,2.596727678,1.001497006,5,5,0.070422534,1.183333314,135.1805634,FALSE,none
USER_00066,0,87.63117021,0,1.105558476,0,3.452194863,2.023680031,2,3,0.07142857,1.166666647,196.257,FALSE,none
USER_02761,0,82.53486468,0,1.09146108,0,4.538075999,2.270022953,3,3,0.04109589,1.216666646,202.8009589,FALSE,none
USER_03635,0,67.1658285,0,1.046823421,0,3.836628472,2.386888861,5,7,0.055555555,1.19999998,194.7990278,FALSE,none
USER_02002,0,74.69366027,0,1.055075678,0,3.663321426,1.690424847,10,5,0.027027027,1.233333313,198.307027,FALSE,none
USER_04673,0,75.30907551,0,1.122475256,0,4.041494157,1.749876335,3,4,0.072463767,1.149999981,158.8743478,FALSE,none
USER_04216,0,66.01064553,0,1.019079592,0,2.065638819,1.522829135,12,6,0.052631578,1.266666646,168.8728947,FALSE,none
USER_02774,0,64.63070342,0,1.047464518,0,2.812738185,2.582398882,5,6,0.04347826,1.149999981,217.627971,FALSE,none
USER_04314,0,82.36189961,0,1.076612242,0,4.246566851,3.698115038,4,3,0.056338027,1.183333314,228.4343662,FALSE,none
USER_00036,0,63.92131941,0,1.051872602,0,4.419658895,2.390748262,5,8,0.01369863,1.216666646,186.1245205,FALSE,none
USER_01680,0,95.26768167,0,1.056554931,0,3.144466469,2.064060531,8,5,0.04109589,1.216666646,232.7834247,FALSE,none
USER_01824,0,92.25030684,0.066666667,1.112979368,0,3.296457105,2.407365179,5,3,0.066666666,1.249999979,203.9802667,FALSE,none
USER_00285,0,75.62344009,0,1.228753717,0,2.649830472,1.748839972,7,4,0.03076923,1.083333315,130.8638462,FALSE,none
USER_00878,0,97.42916093,0,1.028720503,0,3.383554631,3.682433058,4,5,0.064935064,1.283333312,223.4962338,FALSE,none
USER_03373,0,68.70964663,0,1.06864979,0,2.372773759,1.326526187,5,4,0.057142856,1.166666647,141.2394286,FALSE,none
USER_01790,0,85.09753704,0,1.033437079,0,3.03765067,2.571911994,6,7,0.025974026,1.283333312,177.1657143,FALSE,none
USER_00775,0,63.06214719,0,1.136676402,0,2.870909829,1.45500917,3,6,0.089552237,1.116666648,158.3213433,FALSE,none
USER_03619,0,78.89545652,0,1.152365653,0,3.627123243,1.616866795,6,5,0.09589041,1.216666646,128.299863,FALSE,none
USER_04081,0,78.67625859,0,1.076985965,0,3.494541541,1.104743969,2,5,0.044117646,1.133333314,135.9927941,FALSE,none
USER_01649,0,86.92635634,0,1.139402596,0,5.541736487,2.772819704,3,4,0.088235293,1.133333314,199.7764706,FALSE,none
USER_00310,0,98.24323615,0,1.093920071,0,3.281280834,1.252480567,4,2,0.028571428,1.166666647,126.8027143,FALSE,none
USER_01469,0,81.58037662,0,1.046943889,0,3.245200513,2.063516395,4,2,0.041666666,1.19999998,176.875,FALSE,none
USER_00097,0,86.76981684,0,1.014154534,0,2.758717912,2.192105687,5,7,0.039473684,1.266666646,195.3032895,FALSE,none
