velocity_24h,structuring_count_24h,std_dev_24h,amount,is_smurf
2,0,2225.427674953738,4539.67,0
1,0,0.0,1789.85,0
2,0,96.07459835981614,1653.98,0
3,0,265.195483056053,1277.91,0
1,0,0.0,4362.83,0
1,0,0.0,3267.55,0
1,0,0.0,3986.66,0
1,0,0.0,1689.75,0
1,0,0.0,1303.83,0
1,0,0.0,4502.39,0
2,0,3083.5512513982967,141.59,0
1,0,0.0,3200.73,0
1,0,0.0,1961.01,0
2,0,2132.9734633135968,4977.49,0
1,0,0.0,3695.4,0
1,0,0.0,1215.62,0
2,0,1638.0057875508255,3532.11,0
2,0,981.9379738303227,4920.78,0
1,0,0.0,4302.88,0
2,0,419.87293560076006,3709.09,0
2,0,27.393316703166697,3747.83,0
1,0,0.0,3593.1,0
1,0,0.0,4271.42,0
1,0,0.0,3505.09,0
2,0,2354.95549513149,174.68,0
3,0,1671.2609987770713,1593.68,0
1,0,0.0,4912.06,0
1,0,0.0,291.78,0
1,0,0.0,894.44,0
1,0,0.0,1077.98,0
2,0,722.6702014404634,55.97,0
1,0,0.0,1877.51,0
2,0,113.4694251770053,1717.04,0
1,0,0.0,1062.85,0
1,0,0.0,3946.22,0
1,0,0.0,3074.66,0
1,0,0.0,962.21,0
1,0,0.0,3229.31,0
2,0,362.83063156244117,2716.19,0
1,0,0.0,2370.74,0
1,0,0.0,2032.1,0
1,0,0.0,623.04,0
1,0,0.0,532.32,0
2,0,3113.949771921506,4936.11,0
1,0,0.0,3403.21,0
1,0,0.0,1315.79,0
2,0,912.6344382062294,25.13,0
2,0,961.8914965836843,1385.45,0
1,0,0.0,3996.71,0
1,0,0.0,3610.4,0
1,0,0.0,3584.34,0
1,0,0.0,584.93,0
1,0,0.0,858.14,0
2,0,526.3490747118303,113.77,0
1,0,0.0,1585.09,0
1,0,0.0,2222.13,0
1,0,0.0,2173.91,0
1,0,0.0,4533.73,0
1,0,0.0,2453.0,0
2,0,372.01594865005444,1926.89,0
1,0,0.0,870.11,0
2,0,2611.083713412881,4562.74,0
1,0,0.0,364.29,0
1,0,0.0,2844.68,0
2,0,1420.0401222500723,4852.92,0
2,0,3200.591565820294,326.6,0
2,0,684.9531257319729,1295.27,0
1,0,0.0,4346.46,0
2,0,2682.8196963642563,552.38,0
2,0,725.3501361411605,1578.18,0
1,0,0.0,483.86,0
1,0,0.0,4015.53,0
1,0,0.0,1269.38,0
1,0,0.0,2081.77,0
1,0,0.0,4738.61,0
1,0,0.0,741.91,0
2,0,647.9360857368573,1658.23,0
2,0,461.82558092855794,1005.11,0
1,0,0.0,3432.35,0
2,0,1962.0798964364321,657.55,0
1,0,0.0,2676.49,0
1,0,0.0,2621.0,0
1,0,0.0,867.48,0
2,0,1869.2226339310146,3510.96,0
3,0,1451.8456878171776,1148.75,0
1,0,0.0,274.26,0
2,0,1742.3535352505244,2738.32,0
1,0,0.0,4094.91,0
1,0,0.0,3973.32,0
2,0,526.7450545092951,3228.39,0
1,0,0.0,1606.67,0
1,0,0.0,1585.42,0
2,0,622.8125818012993,704.63,0
1,0,0.0,285.41,0
1,0,0.0,691.19,0
2,0,2089.58539121999,3646.31,0
1,0,0.0,860.38,0
1,0,0.0,2535.51,0
1,0,0.0,988.23,0
1,0,0.0,3973.03,0
2,0,425.45907917213384,3371.34,0
3,0,372.4423102083506,4052.47,0
1,0,0.0,1205.64,0
1,0,0.0,4181.37,0
1,0,0.0,4662.74,0
2,0,755.9749308343496,3593.63,0
2,0,149.43287606815304,3382.3,0
1,0,0.0,2780.43,0
2,0,712.34644243514,3787.84,0
1,0,0.0,1710.93,0
2,0,1088.0747016864236,3249.7,0
2,0,1342.3078737942349,1351.39,0
1,0,0.0,4208.75,0
1,0,0.0,4253.42,0
1,0,0.0,2723.41,0
1,0,0.0,1479.83,0
1,0,0.0,1788.04,0
2,0,1098.4903845733015,3341.54,0
3,0,966.1307357357665,3559.88,0
3,0,1638.8980839983105,618.36,0
3,0,1999.0434156699382,4434.14,0
1,0,0.0,2526.41,0
2,0,1567.5072414665265,309.62,0
1,0,0.0,4821.09,0
2,0,71.85619110417687,4922.71,0
1,0,0.0,1510.58,0
2,0,1382.6200313896802,3465.9,0
1,0,0.0,339.19,0
1,0,0.0,1208.0,0
1,0,0.0,2047.31,0
1,0,0.0,843.81,0
1,0,0.0,234.3,0
2,0,1654.9904924349262,2574.81,0
1,0,0.0,4486.77,0
1,0,0.0,1644.17,0
2,0,2343.7195683784353,4958.69,0
3,0,2056.189373550014,1193.3,0
4,0,1679.2985395173187,2522.99,0
1,0,0.0,3697.76,0
1,0,0.0,4241.54,0
2,0,538.7587987216543,3479.62,0
2,0,900.0762217723563,2206.72,0
3,0,1626.6343214851129,250.37,0
1,0,0.0,134.17,0
1,0,0.0,4313.96,0
1,0,0.0,2216.53,0
1,0,0.0,4124.51,0
1,0,0.0,2645.94,0
1,0,0.0,1803.47,0
1,0,0.0,3805.95,0
2,0,44.922493808781184,3742.42,0
1,0,0.0,3766.72,0
2,0,199.0010614293303,4048.15,0
2,0,1106.8625288625503,2482.81,0
1,0,0.0,2772.92,0
1,0,0.0,3513.02,0
1,0,0.0,4066.13,0
1,0,0.0,588.96,0
1,0,0.0,533.05,0
1,0,0.0,1424.55,0
1,0,0.0,4042.82,0
2,0,766.3481873143567,2959.04,0
3,0,1979.9529245161361,202.49,0
4,0,1628.9474277658564,2801.42,0
3,0,1728.2353200977386,3475.42,0
1,0,0.0,4737.43,0
1,0,0.0,2686.24,0
1,0,0.0,3951.81,0
2,0,79.98791908782218,3838.69,0
1,0,0.0,2744.85,0
1,0,0.0,3499.67,0
1,0,0.0,4463.87,0
2,0,545.4621710073028,3692.47,0
1,0,0.0,4228.94,0
2,0,2888.920109876699,143.39,0
3,0,2205.652446926608,3626.97,0
1,0,0.0,3858.78,0
2,0,1998.7150987697073,1032.17,0
1,0,0.0,2771.55,0
2,0,543.560053765911,3540.26,0
1,0,0.0,1920.32,0
2,0,1002.4794258237922,3338.04,0
1,0,0.0,1946.63,0
1,0,0.0,381.32,0
2,0,2703.87026524018,4205.17,0
1,0,0.0,2207.84,0
1,0,0.0,4939.12,0
1,0,0.0,560.51,0
1,0,0.0,2366.99,0
1,0,0.0,4676.74,0
1,0,0.0,2280.29,0
1,0,0.0,4770.84,0
2,0,3066.1139981742363,434.7,0
1,0,0.0,2633.97,0
2,0,450.32095359865303,3270.82,0
3,0,422.0759263844995,3432.25,0
1,0,0.0,1468.78,0
1,0,0.0,200.56,0
2,0,1730.120587935997,2647.32,0
3,0,1461.6711412740328,38.49,0
1,0,0.0,2566.86,0
2,0,1382.789737017165,611.3,0
1,0,0.0,2355.87,0
1,0,0.0,923.24,0
1,0,0.0,3850.33,0
1,0,0.0,151.96,0
1,0,0.0,3892.11,0
1,0,0.0,3985.29,0
1,0,0.0,4670.62,0
1,0,0.0,1654.61,0
1,0,0.0,92.87,0
1,0,0.0,1348.0,0
1,0,0.0,4103.48,0
1,0,0.0,3520.66,0
1,0,0.0,4041.57,0
1,0,0.0,1525.08,0
1,0,0.0,2029.14,0
1,0,0.0,76.13,0
1,0,0.0,847.9,0
1,0,0.0,2901.62,0
2,0,1102.747167396045,4461.14,0
1,0,0.0,2467.67,0
1,0,0.0,905.51,0
2,0,1859.6766923849962,3535.49,0
1,0,0.0,3020.34,0
1,0,0.0,1240.51,0
2,0,1645.486977295779,3567.58,0
1,0,0.0,192.29,0
1,0,0.0,3636.76,0
1,0,0.0,1486.85,0
2,0,663.662140550446,548.29,0
1,0,0.0,73.62,0
2,0,42.475904345875904,133.69,0
3,0,1013.6284110231586,1858.54,0
2,0,193.37956251889705,2132.02,0
1,0,0.0,3889.72,0
1,0,0.0,4699.73,0
1,0,0.0,989.69,0
1,0,0.0,2402.65,0
2,0,981.0682324894635,3790.09,0
1,0,0.0,1999.26,0
1,0,0.0,4264.52,0
1,0,0.0,1918.39,0
2,0,1209.5980731011437,3629.02,0
3,0,1757.5469126882501,114.34,0
2,0,3258.128844605443,4722.03,0
2,0,2233.7573928361153,1563.02,0
1,0,0.0,2565.15,0
2,0,41.99507173466897,2624.54,0
1,0,0.0,2884.73,0
2,0,60.287924163965194,2799.47,0
2,0,66.83573295775246,2704.95,0
3,0,995.7869281628479,4475.02,0
3,0,1856.2620131418232,763.81,0
1,0,0.0,3948.98,0
1,0,0.0,225.19,0
1,0,0.0,1776.77,0
1,0,0.0,470.0,0
2,0,2552.846398914357,4080.27,0
1,0,0.0,580.03,0
1,0,0.0,3503.97,0
1,0,0.0,2154.11,0
2,0,1849.3529333796723,4769.49,0
2,0,2714.3990852120473,930.75,0
2,0,2425.0863456895718,4360.34,0
1,0,0.0,827.36,0
2,0,2356.942465186624,4160.58,0
3,0,1670.0936604374417,2307.23,0
4,0,1413.8594834323765,3178.78,0
1,0,0.0,2537.16,0
2,0,1646.6324902813012,208.47,0
1,0,0.0,1847.44,0
2,0,1880.1898601072182,4506.43,0
2,0,374.66052801169246,3976.58,0
1,0,0.0,3010.73,0
1,0,0.0,318.27,0
1,0,0.0,545.09,0
1,0,0.0,1090.94,0
2,0,731.2474066962562,56.8,0
3,0,581.1526520057647,114.38,0
1,0,0.0,2324.72,0
2,0,1350.566880998494,4234.71,0
2,0,1459.1148429784407,2171.21,0
1,0,0.0,2217.01,0
2,0,920.589389494578,3518.92,0
1,0,0.0,3529.78,0
1,0,0.0,943.86,0
1,0,0.0,3034.68,0
1,0,0.0,1412.79,0
2,0,2424.54894453587,4841.62,0
1,0,0.0,4294.48,0
1,0,0.0,3696.24,0
2,0,992.6647837009226,2292.4,0
1,0,0.0,3321.09,0
1,0,0.0,1308.22,0
1,0,0.0,280.72,0
2,0,2018.9666369828897,3135.97,0
1,0,0.0,4988.29,0
2,0,140.8273865411127,4789.13,0
1,0,0.0,1003.45,0
1,0,0.0,2147.08,0
1,0,0.0,3800.96,0
2,0,1230.726423722998,2060.45,0
1,0,0.0,860.72,0
1,0,0.0,1429.17,0
1,0,0.0,4213.91,0
1,0,0.0,650.82,0
1,0,0.0,2166.66,0
2,0,967.5412797653648,3534.97,0
1,0,0.0,3033.33,0
1,0,0.0,2275.25,0
1,0,0.0,2454.2,0
2,0,748.0906902241196,1396.24,0
1,0,0.0,4696.83,0
1,0,0.0,1964.71,0
1,0,0.0,3686.13,0
1,0,0.0,111.21,0
1,0,0.0,1086.2,0
1,0,0.0,4726.41,0
2,0,1574.57123821058,2499.63,0
1,0,0.0,1626.96,0
2,0,396.5101275503565,1066.21,0
1,0,0.0,4312.78,0
1,0,0.0,2312.91,0
1,0,0.0,4621.67,0
1,0,0.0,4237.29,0
1,0,0.0,1867.07,0
2,0,1094.1841042758756,319.66,0
1,0,0.0,1078.18,0
1,0,0.0,3642.42,0
1,0,0.0,4674.95,0
2,0,782.6116432816469,3568.17,0
2,0,81.25364022614608,3453.26,0
1,0,0.0,906.7,0
1,0,0.0,2441.41,0
1,0,0.0,2764.34,0
1,0,0.0,1945.93,0
2,0,900.3095670101477,3219.16,0
1,0,0.0,3677.48,0
2,0,1488.5729114826725,1572.32,0
1,0,0.0,2946.31,0
1,0,0.0,1130.04,0
1,0,0.0,4177.43,0
1,0,0.0,2937.18,0
1,0,0.0,2210.79,0
1,0,0.0,536.67,0
1,0,0.0,3708.67,0
1,0,0.0,4814.18,0
1,0,0.0,1551.05,0
1,0,0.0,2889.6,0
1,0,0.0,3896.57,0
1,0,0.0,958.7,0
1,0,0.0,4463.54,0
1,0,0.0,2073.55,0
2,0,271.642141060624,2457.71,0
2,0,205.09632188315823,2747.76,0
1,0,0.0,1279.46,0
1,0,0.0,4288.5,0
1,0,0.0,4227.34,0
2,0,2564.15303634553,601.08,0
1,0,0.0,1978.38,0
1,0,0.0,3394.72,0
2,0,1465.0121135335364,1322.88,0
2,0,173.3613695435059,1077.71,0
1,0,0.0,1864.23,0
1,0,0.0,2914.24,0
1,0,0.0,3713.45,0
1,0,0.0,920.48,0
1,0,0.0,202.93,0
2,0,3202.302764230765,4731.67,0
1,0,0.0,3728.45,0
2,0,2109.412665364461,745.29,0
2,0,2088.3691675563496,3698.69,0
1,0,0.0,3893.22,0
1,0,0.0,2176.92,0
1,0,0.0,869.66,0
1,0,0.0,2225.58,0
2,0,1330.0890686153314,344.55,0
2,0,2817.544751383729,4329.16,0
2,0,2240.814318512357,1160.17,0
1,0,0.0,3127.35,0
1,0,0.0,4146.0,0
1,0,0.0,144.71,0
1,0,0.0,4925.23,0
1,0,0.0,547.22,0
1,0,0.0,3479.34,0
1,0,0.0,3050.71,0
1,0,0.0,448.07,0
1,0,0.0,4757.34,0
1,0,0.0,1409.96,0
2,0,1282.8543356320702,3224.19,0
1,0,0.0,489.69,0
1,0,0.0,842.43,0
1,0,0.0,47.05,0
2,0,878.9973686251855,1290.14,0
2,0,1689.7165064589976,3679.76,0
1,0,0.0,151.8,0
1,0,0.0,304.51,0
2,0,133.3956942708422,493.16,0
1,0,0.0,1994.77,0
2,0,244.12861620465554,1649.52,0
1,0,0.0,1393.98,0
1,0,0.0,1004.54,0
1,0,0.0,3590.02,0
1,0,0.0,3657.11,0
2,0,1298.8632331581337,1820.24,0
1,0,0.0,1083.68,0
1,0,0.0,3562.39,0
1,0,0.0,3217.65,0
1,0,0.0,50.54,0
1,0,0.0,1644.68,0
2,0,954.2688854824934,295.14,0
1,0,0.0,117.84,0
2,0,1304.781716916665,1963.08,0
1,0,0.0,2302.17,0
1,0,0.0,1389.06,0
2,0,1523.7161185076438,3543.92,0
1,0,0.0,3171.31,0
1,0,0.0,2137.25,0
1,0,0.0,3533.83,0
1,0,0.0,4871.45,0
1,0,0.0,3739.05,0
1,0,0.0,642.87,0
1,0,0.0,2042.83,0
1,0,0.0,1146.47,0
1,0,0.0,3811.01,0
1,0,0.0,1764.53,0
2,0,501.5861952346774,1055.18,0
2,0,72.86028273346191,952.14,0
1,0,0.0,3473.29,0
2,0,723.165176187294,4496.0,0
1,0,0.0,1228.0,0
1,0,0.0,1280.14,0
1,0,0.0,3265.35,0
1,0,0.0,794.96,0
1,0,0.0,4603.86,0
1,0,0.0,3083.44,0
2,0,584.9965111434426,2256.13,0
1,0,0.0,4810.56,0
1,0,0.0,3473.15,0
1,0,0.0,480.48,0
2,0,538.3840321276253,1241.87,0
1,0,0.0,2842.09,0
2,0,637.004214899713,3742.95,0
1,0,0.0,3582.94,0
2,0,138.15452290822773,3387.56,0
1,0,0.0,247.43,0
1,0,0.0,1033.71,0
1,0,0.0,4437.36,0
1,0,0.0,2891.08,0
1,0,0.0,1482.97,0
2,0,2359.473907463272,4819.77,0
2,0,1780.1483927049455,2302.26,0
3,0,2359.280059982989,104.83,0
1,0,0.0,430.63,0
1,0,0.0,4581.15,0
1,0,0.0,4625.81,0
2,0,249.46727240261345,4978.61,0
2,0,1405.487864693253,2990.95,0
1,0,0.0,4800.43,0
2,0,2169.622807782496,1732.12,0
1,0,0.0,2056.97,0
1,0,0.0,2941.4,0
1,0,0.0,2340.52,0
2,0,1358.1682788962494,419.78,0
1,0,0.0,1736.91,0
1,0,0.0,194.5,0
1,0,0.0,473.61,0
1,0,0.0,2712.62,0
2,0,915.6608552297079,4007.56,0
1,0,0.0,3529.58,0
2,0,2352.9119565338606,202.06,0
1,0,0.0,2694.54,0
1,0,0.0,387.58,0
1,0,0.0,2666.75,0
1,0,0.0,203.55,0
1,0,0.0,2976.22,0
2,0,1397.4551316589743,4952.52,0
1,0,0.0,4270.88,0
1,0,0.0,2311.88,0
1,0,0.0,1280.68,0
1,0,0.0,624.0,0
1,0,0.0,4280.77,0
2,0,2331.5361185385914,983.48,0
3,0,2075.4399390089166,448.49,0
1,0,0.0,3566.4,0
1,0,0.0,553.75,0
1,0,0.0,606.83,0
1,0,0.0,4448.38,0
1,0,0.0,1987.2,0
1,0,0.0,1103.28,0
1,0,0.0,2636.71,0
1,0,0.0,4358.09,0
1,0,0.0,4015.94,0
1,0,0.0,4898.56,0
1,0,0.0,3847.27,0
1,0,0.0,3514.43,0
1,0,0.0,841.65,0
2,0,429.2986689939767,1448.77,0
3,0,1243.1734371357843,3233.27,0
2,0,43.2890771442403,3172.05,0
1,0,0.0,4396.43,0
1,0,0.0,27.06,0
1,0,0.0,4592.27,0
2,0,1902.0041043068234,1902.43,0
1,0,0.0,3690.06,0
1,0,0.0,2851.72,0
2,0,1370.6557846520038,4790.12,0
1,0,0.0,4406.74,0
1,0,0.0,3848.7,0
1,0,0.0,2318.88,0
1,0,0.0,2437.77,0
1,0,0.0,255.25,0
2,0,2173.7310981811893,3329.37,0
1,0,0.0,4873.33,0
1,0,0.0,4686.61,0
1,0,0.0,509.6,0
1,0,0.0,1715.26,0
1,0,0.0,2186.3,0
1,0,0.0,4220.03,0
1,0,0.0,1389.87,0
1,0,0.0,151.1,0
1,0,0.0,610.3,0
2,0,425.02774403561006,1211.38,0
1,0,0.0,4824.97,0
1,0,0.0,1646.36,0
2,0,1549.0305412741222,3837.02,0
1,0,0.0,1143.7,0
1,0,0.0,4968.13,0
1,0,0.0,1818.72,0
2,0,1062.4562230040353,3321.26,0
1,0,0.0,957.71,0
1,0,0.0,4716.28,0
2,0,1773.8339291489494,2207.7,0
1,0,0.0,1871.62,0
1,0,0.0,3167.76,0
2,0,2103.8972324712063,192.4,0
2,0,339.7223819532649,672.84,0
2,0,412.76651244983526,89.1,0
1,0,0.0,912.64,0
1,0,0.0,2242.25,0
1,0,0.0,280.53,0
2,0,1911.5500458528413,2983.87,0
1,0,0.0,591.84,0
1,0,0.0,2797.8,0
1,0,0.0,2358.38,0
2,0,408.4390189489737,1780.76,0
2,0,576.2142449211058,2595.65,0
3,0,519.4096730263439,1630.24,0
1,0,0.0,1131.96,0
1,0,0.0,4952.1,0
2,0,222.42043802222867,4637.55,0
2,0,1235.4781812925714,2890.32,0
2,0,1707.6699476333242,475.31,0
1,0,0.0,1485.35,0
1,0,0.0,4605.06,0
1,0,0.0,3532.46,0
1,0,0.0,3774.76,0
1,0,0.0,1504.09,0
1,0,0.0,2552.54,0
2,0,835.6375808028263,3734.31,0
1,0,0.0,3220.16,0
1,0,0.0,3842.2,0
1,0,0.0,3305.2,0
1,0,0.0,3818.01,0
1,0,0.0,3542.78,0
2,0,1798.7523721179634,998.96,0
3,0,1311.1664713528944,2822.42,0
1,0,0.0,4050.55,0
1,0,0.0,2653.11,0
1,0,0.0,934.81,0
1,0,0.0,1627.35,0
1,0,0.0,3349.35,0
1,0,0.0,367.68,0
1,0,0.0,1421.75,0
1,0,0.0,2760.83,0
1,0,0.0,3753.12,0
1,0,0.0,4290.35,0
1,0,0.0,2558.45,0
1,0,0.0,4487.56,0
2,0,322.36291047513475,4943.45,0
1,0,0.0,4347.45,0
1,0,0.0,1873.98,0
1,0,0.0,1708.31,0
1,0,0.0,2433.46,0
1,0,0.0,3408.43,0
1,0,0.0,4473.38,0
2,0,1828.7195575046492,1887.18,0
2,0,972.7243724714623,511.54,0
1,0,0.0,767.08,0
1,0,0.0,4162.22,0
1,0,0.0,1329.94,0
1,0,0.0,2592.95,0
2,0,1489.972982909422,4700.09,0
2,0,1612.0903240203386,2420.25,0
1,0,0.0,4037.31,0
2,0,1858.6726007557113,1408.75,0
3,0,1321.7260975456802,2965.69,0
3,0,784.0321387120131,2025.75,0
1,0,0.0,4993.82,0
1,0,0.0,380.14,0
1,0,0.0,1006.62,0
1,0,0.0,57.57,0
1,0,0.0,3074.54,0
2,0,611.2655280645229,2210.08,0
2,0,283.31647401801405,2610.75,0
1,0,0.0,3780.23,0
1,0,0.0,3045.38,0
1,0,0.0,1778.75,0
1,0,0.0,3274.33,0
2,0,1891.956116946162,598.7,0
1,0,0.0,2785.74,0
1,0,0.0,1045.77,0
2,0,1008.1221379376607,2471.47,0
1,0,0.0,4793.81,0
1,0,0.0,4983.25,0
2,0,1727.6669274052797,2539.96,0
1,0,0.0,4741.08,0
1,0,0.0,3134.24,0
1,0,0.0,1856.66,0
1,0,0.0,1513.47,0
2,0,244.48924066306068,1167.71,0
1,0,0.0,32.32,0
1,0,0.0,3152.92,0
1,0,0.0,1116.21,0
1,0,0.0,560.66,0
1,0,0.0,149.26,0
1,0,0.0,3806.15,0
1,0,0.0,3567.14,0
1,0,0.0,1999.49,0
1,0,0.0,3464.71,0
2,0,428.06830319471226,2859.33,0
1,0,0.0,1119.0,0
1,0,0.0,2354.96,0
2,0,1052.6981494236607,866.22,0
1,0,0.0,3508.27,0
2,0,641.0276524846648,2601.72,0
2,0,1307.2212353117586,4450.41,0
1,0,0.0,3212.72,0
1,0,0.0,2919.1,0
1,0,0.0,3034.45,0
1,0,0.0,1976.1,0
2,0,1856.0563056653211,4600.96,0
1,0,0.0,2720.51,0
2,0,622.8408660725468,1839.68,0
1,0,0.0,3418.31,0
1,0,0.0,3645.11,0
2,0,818.5397388337353,4802.7,0
2,0,584.8197344481459,3975.64,0
3,0,1310.3014377233965,2235.65,0
1,0,0.0,645.78,0
1,0,0.0,3617.38,0
1,0,0.0,4934.31,0
1,0,0.0,1020.01,0
2,0,2399.4961512784303,4413.41,0
1,0,0.0,724.81,0
1,0,0.0,3576.82,0
1,0,0.0,2959.93,0
1,0,0.0,2430.94,0
2,0,47.6943523910325,2498.39,0
1,0,0.0,2026.6,0
1,0,0.0,1704.99,0
1,0,0.0,1137.64,0
1,0,0.0,2295.43,0
1,0,0.0,165.02,0
2,0,2970.2232475775286,4365.55,0
1,0,0.0,4955.18,0
1,0,0.0,1117.25,0
1,0,0.0,3686.61,0
1,0,0.0,2692.4,0
1,0,0.0,2923.26,0
1,0,0.0,1237.78,0
2,0,539.9608802496714,474.16,0
1,0,0.0,3306.77,0
1,0,0.0,4106.15,0
2,0,631.3049342433494,3213.35,0
1,0,0.0,2838.37,0
2,0,1364.0443362479095,4767.42,0
1,0,0.0,1952.94,0
2,0,2069.715690668648,4879.96,0
1,0,0.0,3157.35,0
1,0,0.0,3548.33,0
1,0,0.0,3711.66,0
2,0,657.7365857241027,2781.48,0
1,0,0.0,589.59,0
1,0,0.0,624.01,0
1,0,0.0,4530.27,0
2,0,3021.2763571791975,257.54,0
1,0,0.0,933.08,0
1,0,0.0,4971.28,0
1,0,0.0,4496.69,0
2,0,3067.4575010584904,158.65,0
1,0,0.0,2177.57,0
1,0,0.0,1635.72,0
1,0,0.0,3658.09,0
1,0,0.0,2193.51,0
2,0,1628.9760339550728,4497.23,0
1,0,0.0,394.09,0
1,0,0.0,3085.19,0
1,0,0.0,1879.51,0
2,0,1657.5643611184453,4223.66,0
1,0,0.0,4552.89,0
1,0,0.0,1255.73,0
1,0,0.0,2319.02,0
1,0,0.0,1309.28,0
1,0,0.0,4166.98,0
2,0,1753.0025633751936,1687.86,0
1,0,0.0,711.14,0
1,0,0.0,2421.25,0
1,0,0.0,3147.87,0
1,0,0.0,1911.92,0
1,0,0.0,1976.81,0
1,0,0.0,4297.89,0
1,0,0.0,3325.17,0
1,0,0.0,3632.33,0
2,0,144.2497833620557,3428.33,0
2,0,1573.2418774619496,1203.43,0
3,0,1690.592323605349,4520.8,0
1,0,0.0,4956.14,0
1,0,0.0,3122.83,0
1,0,0.0,4452.47,0
1,0,0.0,4682.59,0
1,0,0.0,650.84,0
2,0,1088.6616003148085,2190.44,0
1,0,0.0,2530.39,0
1,0,0.0,2918.47,0
2,0,1030.4313568840962,1461.22,0
1,0,0.0,1418.39,0
1,0,0.0,1205.26,0
2,0,565.9682676617127,2005.66,0
3,0,1790.6302037830146,4628.47,0
3,0,1529.6964211568256,1953.04,0
1,0,0.0,429.32,0
2,0,628.3704411014255,1317.97,0
3,0,1196.1250773365357,2797.15,0
2,0,1064.6623961613373,1291.49,0
1,0,0.0,4460.27,0
1,0,0.0,70.85,0
2,0,518.9668799162428,804.78,0
1,0,0.0,4498.76,0
2,0,2884.90374335956,418.89,0
1,0,0.0,3443.72,0
1,0,0.0,80.5,0
1,0,0.0,3354.75,0
1,0,0.0,3749.99,0
1,0,0.0,2017.96,0
1,0,0.0,1243.28,0
1,0,0.0,4260.7,0
2,0,1065.461426824078,2753.91,0
1,0,0.0,3073.3,0
2,0,1220.317811903932,4799.09,0
1,0,0.0,1100.78,0
1,0,0.0,702.09,0
2,0,379.3910723778302,165.55,0
2,0,2239.1172622375093,3332.14,0
1,0,0.0,4376.71,0
1,0,0.0,36.46,0
1,0,0.0,2684.99,0
2,0,1030.8556209528085,4142.84,0
2,0,1473.0660597712515,2059.61,0
1,0,0.0,894.68,0
1,0,0.0,702.65,0
2,0,680.4347134001911,1664.93,0
1,0,0.0,2453.41,0
1,0,0.0,3485.21,0
1,0,0.0,1004.93,0
1,0,0.0,1816.8,0
1,0,0.0,3936.66,0
1,0,0.0,1811.14,0
1,0,0.0,2562.29,0
1,0,0.0,824.14,0
1,0,0.0,1433.95,0
1,0,0.0,2684.94,0
1,0,0.0,1194.5,0
1,0,0.0,2134.23,0
1,0,0.0,4779.99,0
1,0,0.0,574.79,0
1,0,0.0,3901.79,0
1,0,0.0,4100.37,0
2,0,121.01425453226598,4271.51,0
1,0,0.0,966.3,0
1,0,0.0,2347.27,0
1,0,0.0,4064.1,0
1,0,0.0,3637.13,0
1,0,0.0,4142.91,0
1,0,0.0,4437.22,0
1,0,0.0,3006.94,0
1,0,0.0,4336.47,0
1,0,0.0,4624.75,0
2,0,1651.0943340705885,2289.75,0
2,0,1087.7847879061374,3828.11,0
1,0,0.0,1421.65,0
