velocity_24h,structuring_count_24h,std_dev_24h,amount,is_smurf
1,0,0.0,1519.62,0
2,0,178.5161779783558,1772.08,0
3,0,858.5204995222886,175.01,0
3,0,1569.4365729246063,3313.72,0
4,0,1283.7923955057272,1908.98,0
1,0,0.0,1393.68,0
1,0,0.0,2675.66,0
1,0,0.0,1950.36,0
2,0,2040.6323887584458,4836.25,0
1,0,0.0,4294.99,0
2,0,2628.584606247248,577.61,0
1,0,0.0,3903.92,0
1,0,0.0,2661.15,0
1,0,0.0,3147.97,0
1,0,0.0,3281.06,0
1,0,0.0,2168.63,0
1,0,0.0,4180.38,0
1,0,0.0,519.96,0
1,0,0.0,4398.55,0
1,0,0.0,2713.78,0
1,0,0.0,1839.59,0
2,0,497.36476775099374,1136.21,0
2,0,2026.0730601338148,4001.51,0
1,0,0.0,1185.55,0
2,0,10.54296210749132,1170.64,0
1,0,0.0,4766.99,0
2,0,2867.586698288301,711.61,0
3,0,2145.2685539655245,3952.54,0
1,0,0.0,1257.87,0
2,0,759.7650231815096,183.4,0
2,0,3143.4785511038563,4628.95,0
1,0,0.0,3762.6,0
2,0,805.6350400770808,2623.26,0
1,0,0.0,4621.61,0
1,0,0.0,2572.99,0
1,0,0.0,505.08,0
2,0,3107.52217128052,4899.78,0
1,0,0.0,3946.69,0
2,0,402.0326315114234,4515.25,0
1,0,0.0,650.06,0
1,0,0.0,2330.98,0
1,0,0.0,1731.72,0
2,0,213.4118976299119,1429.91,0
1,0,0.0,3143.27,0
1,0,0.0,1691.68,0
1,0,0.0,658.31,0
1,0,0.0,3636.77,0
1,0,0.0,4361.23,0
2,0,2134.840225215929,1342.11,0
1,0,0.0,3204.76,0
1,0,0.0,4173.05,0
1,0,0.0,2664.76,0
1,0,0.0,412.45,0
2,0,1987.111476490436,3222.65,0
1,0,0.0,831.93,0
1,0,0.0,3406.92,0
2,0,883.9966135681741,2156.76,0
1,0,0.0,4024.88,0
2,0,543.7085461899602,3255.96,0
1,0,0.0,2764.14,0
2,0,495.9010567139376,2062.83,0
1,0,0.0,2982.6,0
1,0,0.0,425.46,0
1,0,0.0,802.49,0
2,0,1321.1229546298862,2670.84,0
2,0,773.7091689065085,1576.65,0
1,0,0.0,2277.47,0
2,0,1463.9585244295686,4347.82,0
3,0,1035.8230831726687,3376.1,0
2,0,944.2986798677631,4711.54,0
1,0,0.0,76.48,0
1,0,0.0,3305.07,0
1,0,0.0,2382.37,0
1,0,0.0,33.63,0
1,0,0.0,645.25,0
1,0,0.0,4582.58,0
1,0,0.0,1457.1,0
2,0,440.6477328320208,833.93,0
1,0,0.0,497.36,0
1,0,0.0,4594.43,0
2,0,1584.4495199437567,2353.68,0
1,0,0.0,234.38,0
1,0,0.0,904.79,0
1,0,0.0,2513.11,0
2,0,1333.1296277744336,627.78,0
1,0,0.0,2008.56,0
1,0,0.0,2707.64,0
1,0,0.0,3429.24,0
2,0,2311.616920512566,160.12,0
1,0,0.0,4717.78,0
2,0,1667.881049055957,2359.04,0
1,0,0.0,1379.93,0
1,0,0.0,3542.32,0
1,0,0.0,968.13,0
1,0,0.0,122.9,0
2,0,905.2027459359588,1403.05,0
1,0,0.0,4438.46,0
1,0,0.0,1107.33,0
1,0,0.0,2628.4,0
2,0,600.0437434470924,1779.81,0
1,0,0.0,3771.88,0
1,0,0.0,469.0,0
2,0,3045.7634650116875,4776.36,0
3,0,2230.7035712303864,3629.21,0
2,0,2077.034245853929,691.84,0
1,0,0.0,600.14,0
1,0,0.0,1564.23,0
1,0,0.0,309.72,0
1,0,0.0,547.1,0
2,0,1399.9582896643742,2526.94,0
3,0,1769.9369583123575,4078.32,0
4,0,1828.1567001673207,4623.5,0
1,0,0.0,4521.73,0
2,0,2326.3035283578106,1231.84,0
2,0,1825.6719272777352,3813.73,0
2,0,1337.4854055465428,1922.24,0
1,0,0.0,2639.88,0
2,0,1265.1271686277232,4429.04,0
2,0,541.2760988626784,3663.56,0
1,0,0.0,3708.41,0
2,0,116.13521774207841,3544.17,0
1,0,0.0,2861.37,0
2,0,336.35655367481684,2385.69,0
1,0,0.0,3186.36,0
2,0,1355.134790804959,1269.91,0
1,0,0.0,3868.11,0
2,0,254.88371034650262,4228.57,0
2,0,1223.8179904708052,2497.83,0
1,0,0.0,3649.69,0
2,0,2148.6005231778195,611.11,0
2,0,8.994398256692904,598.39,0
1,0,0.0,4898.69,0
1,0,0.0,281.09,0
1,0,0.0,415.13,0
1,0,0.0,1596.96,0
1,0,0.0,4240.79,0
2,0,301.5951843116866,4667.31,0
1,0,0.0,1818.97,0
1,0,0.0,4895.29,0
2,0,2921.157108030994,764.15,0
1,0,0.0,4464.19,0
1,0,0.0,3220.42,0
1,0,0.0,4515.34,0
2,0,94.85130362836371,4381.2,0
1,0,0.0,1657.84,0
1,0,0.0,4107.25,0
1,0,0.0,2953.61,0
1,0,0.0,3190.38,0
1,0,0.0,417.55,0
1,0,0.0,385.76,0
2,0,826.9048120551724,1555.18,0
1,0,0.0,1064.12,0
2,0,18.101933598375712,1089.72,0
3,0,1612.070504041309,3869.02,0
1,0,0.0,1095.75,0
1,0,0.0,1508.31,0
1,0,0.0,3394.73,0
2,0,793.7768593565828,2272.16,0
1,0,0.0,3450.31,0
1,0,0.0,3498.24,0
2,0,2062.9628209083166,580.77,0
3,0,1849.5615656780212,70.01,0
3,0,1412.112283495898,2730.91,0
1,0,0.0,2774.7,0
1,0,0.0,4410.3,0
1,0,0.0,1779.41,0
1,0,0.0,929.28,0
1,0,0.0,4956.42,0
2,0,825.0451212206517,3789.63,0
2,0,2430.792697413747,351.97,0
1,0,0.0,4675.76,0
1,0,0.0,1134.51,0
2,0,101.20112252341876,1277.63,0
1,0,0.0,335.42,0
1,0,0.0,828.76,0
2,0,1493.7842884600173,2941.29,0
1,0,0.0,833.56,0
2,0,210.33598313175045,1131.02,0
2,0,991.3707782913516,2533.03,0
1,0,0.0,4421.37,0
1,0,0.0,1139.48,0
2,0,2426.337924692272,4570.84,0
2,0,1166.5069858556355,2921.15,0
3,0,1078.5925663103747,4949.73,0
2,0,2684.707671470024,1152.98,0
1,0,0.0,992.87,0
1,0,0.0,3260.44,0
1,0,0.0,4693.17,0
1,0,0.0,2235.2,0
2,0,1827.7649633500475,4820.05,0
1,0,0.0,1692.61,0
1,0,0.0,2688.61,0
1,0,0.0,3003.96,0
2,0,1923.3092316239738,283.99,0
1,0,0.0,2229.84,0
1,0,0.0,1775.97,0
1,0,0.0,2225.27,0
1,0,0.0,4899.73,0
1,0,0.0,4339.53,0
1,0,0.0,992.33,0
2,0,612.9343000681231,1859.15,0
1,0,0.0,1940.8,0
1,0,0.0,1491.58,0
1,0,0.0,1259.24,0
1,0,0.0,615.26,0
2,0,3037.5398131464876,4910.99,0
1,0,0.0,1657.05,0
2,0,953.6324893794256,3005.69,0
1,0,0.0,3796.15,0
1,0,0.0,4696.03,0
2,0,2754.8031666890465,800.15,0
1,0,0.0,351.53,0
2,0,1788.456897383887,2880.79,0
1,0,0.0,4894.56,0
2,0,274.8594769150229,4505.85,0
1,0,0.0,309.88,0
2,0,1581.9322198027323,2547.07,0
2,0,1734.3490864874927,94.33,0
1,0,0.0,2858.97,0
2,0,888.0978328990566,4114.93,0
1,0,0.0,1153.53,0
2,0,1873.7127619915493,3803.36,0
1,0,0.0,4454.49,0
1,0,0.0,1745.88,0
1,0,0.0,2727.6,0
1,0,0.0,4926.79,0
1,0,0.0,2761.21,0
1,0,0.0,227.06,0
1,0,0.0,3466.67,0
1,0,0.0,3685.23,0
2,0,422.1003219614977,3088.29,0
1,0,0.0,611.1,0
1,0,0.0,2528.06,0
1,0,0.0,4455.2,0
1,0,0.0,2741.97,0
1,0,0.0,44.9,0
2,0,2841.7065900968732,4063.68,0
2,0,1883.2587035375675,1400.35,0
1,0,0.0,150.53,0
1,0,0.0,2906.98,0
1,0,0.0,259.29,0
1,0,0.0,2623.27,0
2,0,325.0287030402083,2163.61,0
1,0,0.0,2903.02,0
1,0,0.0,1131.74,0
1,0,0.0,1034.15,0
1,0,0.0,4197.5,0
2,0,2911.6535928918465,79.8,0
3,0,2393.66711077376,23.86,0
1,0,0.0,1548.23,0
2,0,1081.6400299776262,3077.9,0
1,0,0.0,2362.72,0
1,0,0.0,3511.78,0
1,0,0.0,2019.81,0
1,0,0.0,3773.69,0
1,0,0.0,2848.37,0
1,0,0.0,2807.12,0
1,0,0.0,3597.49,0
1,0,0.0,3848.08,0
1,0,0.0,3522.71,0
1,0,0.0,4111.93,0
1,0,0.0,1184.95,0
2,0,349.36024738083756,690.88,0
2,0,2371.8765604052837,4045.22,0
1,0,0.0,3354.96,0
1,0,0.0,3402.74,0
1,0,0.0,1456.66,0
2,0,1790.316588218408,3988.55,0
1,0,0.0,637.28,0
2,0,240.60015336653467,297.02,0
1,0,0.0,2345.56,0
1,0,0.0,2875.28,0
1,0,0.0,1177.61,0
1,0,0.0,1635.73,0
1,0,0.0,4096.9,0
1,0,0.0,750.7,0
2,0,2684.1207728416393,4546.62,0
1,0,0.0,1786.04,0
1,0,0.0,4199.23,0
1,0,0.0,700.39,0
1,0,0.0,1729.19,0
1,0,0.0,3995.77,0
1,0,0.0,1366.53,0
1,0,0.0,4342.99,0
1,0,0.0,610.62,0
2,0,2094.2522959758217,3572.34,0
1,0,0.0,4755.24,0
1,0,0.0,3721.59,0
1,0,0.0,3305.13,0
1,0,0.0,1533.68,0
2,0,923.5309537043141,227.61,0
1,0,0.0,3979.47,0
2,0,659.5609212195639,3046.71,0
1,0,0.0,3826.6,0
1,0,0.0,1027.67,0
1,0,0.0,4106.9,0
1,0,0.0,4543.15,0
1,0,0.0,3686.35,0
1,0,0.0,4527.32,0
1,0,0.0,4268.58,0
2,0,1814.2026552868892,1702.91,0
1,0,0.0,494.92,0
2,0,2165.5922991297325,3557.53,0
1,0,0.0,850.33,0
1,0,0.0,845.01,0
2,0,556.0122041826061,58.69,0
3,0,1656.108258176379,3238.31,0
1,0,0.0,1996.37,0
2,0,935.7214746119702,3319.68,0
1,0,0.0,1879.15,0
1,0,0.0,1403.71,0
1,0,0.0,4749.86,0
1,0,0.0,467.65,0
2,0,1276.2146029567282,2272.49,0
1,0,0.0,3739.28,0
1,0,0.0,1532.16,0
1,0,0.0,2182.84,0
2,0,1133.9942160566782,3786.55,0
1,0,0.0,4741.07,0
2,0,35.77960312803892,4690.47,0
1,0,0.0,1044.49,0
2,0,351.3684306394074,1541.4,0
1,0,0.0,4370.64,0
2,0,392.3735528804156,3815.74,0
1,0,0.0,4973.94,0
1,0,0.0,4198.67,0
1,0,0.0,3998.2,0
1,0,0.0,2465.79,0
1,0,0.0,792.07,0
1,0,0.0,4818.89,0
1,0,0.0,451.46,0
2,0,3056.4619906110397,4773.95,0
1,0,0.0,392.79,0
2,0,1272.1063125580347,2191.82,0
1,0,0.0,3828.81,0
2,0,902.7985828799245,2552.06,0
2,0,984.0380809704469,1160.42,0
1,0,0.0,3574.46,0
1,0,0.0,2595.93,0
2,0,1352.4902114433216,4508.64,0
1,0,0.0,1815.56,0
1,0,0.0,4485.8,0
1,0,0.0,4714.37,0
1,0,0.0,2480.4,0
2,0,1407.213205239348,4470.5,0
1,0,0.0,492.11,0
1,0,0.0,4795.2,0
1,0,0.0,3994.02,0
1,0,0.0,1470.86,0
1,0,0.0,3780.09,0
1,0,0.0,294.63,0
2,0,1452.5458209812177,2348.84,0
1,0,0.0,729.39,0
1,0,0.0,4958.65,0
1,0,0.0,4472.81,0
2,0,312.3997759282162,4914.61,0
1,0,0.0,758.74,0
1,0,0.0,2829.46,0
2,0,1680.2200623876624,453.27,0
1,0,0.0,1052.34,0
2,0,2360.477999092557,4390.56,0
1,0,0.0,4868.53,0
1,0,0.0,4286.77,0
1,0,0.0,3686.38,0
2,0,1593.931821879468,1432.22,0
1,0,0.0,303.07,0
1,0,0.0,3109.99,0
2,0,30.83692672754543,3153.6,0
1,0,0.0,3232.36,0
2,0,2208.2166958996577,109.47,0
1,0,0.0,4841.06,0
2,0,2588.420941075852,1180.48,0
1,0,0.0,1088.85,0
2,0,388.82387683885884,1638.73,0
2,0,1512.883242619866,3778.27,0
1,0,0.0,810.55,0
2,0,2355.910089286092,4142.31,0
2,0,1289.9466166473712,2318.05,0
2,0,44.781072452544,2381.38,0
2,0,1591.8175726037202,4632.55,0
2,0,1655.2379798083418,2291.69,0
2,0,1532.00340998315,125.11,0
2,0,1094.940708531745,1673.59,0
1,0,0.0,1907.58,0
1,0,0.0,1576.19,0
2,0,2284.07511138535,4806.36,0
1,0,0.0,1654.56,0
2,0,1344.3796966631119,3555.8,0
2,0,1339.3521674488754,1661.67,0
3,0,1516.165049095909,558.01,0
1,0,0.0,2285.48,0
1,0,0.0,3008.02,0
2,0,1674.4924974600515,639.93,0
1,0,0.0,1427.77,0
1,0,0.0,3266.01,0
1,0,0.0,4304.59,0
2,0,2326.8126452402653,1013.98,0
1,0,0.0,2816.21,0
1,0,0.0,3206.68,0
1,0,0.0,3066.52,0
2,0,1520.8452649760263,915.72,0
2,0,775.9648395384935,2013.1,0
2,0,1113.7002514366243,3588.11,0
1,0,0.0,1779.12,0
2,0,8.386286424872383,1767.26,0
2,0,670.8322033116776,2715.96,0
1,0,0.0,2295.88,0
2,0,102.69311783172232,2441.11,0
1,0,0.0,4493.58,0
2,0,384.8640788642139,3949.3,0
2,0,357.44247788979976,3443.8,0
1,0,0.0,3962.01,0
1,0,0.0,3785.3,0
1,0,0.0,3182.89,0
1,0,0.0,3891.23,0
1,0,0.0,3825.33,0
1,0,0.0,2165.46,0
1,0,0.0,203.37,0
2,0,152.6219276513044,419.21,0
2,0,339.085985850197,898.75,0
1,0,0.0,3983.99,0
1,0,0.0,1267.8,0
2,0,1379.2966295181034,3218.42,0
2,0,927.7735943914332,4530.49,0
1,0,0.0,1880.65,0
1,0,0.0,2658.25,0
1,0,0.0,1073.98,0
1,0,0.0,772.19,0
1,0,0.0,1288.07,0
1,0,0.0,2712.38,0
1,0,0.0,2616.2,0
1,0,0.0,3175.74,0
1,0,0.0,4784.32,0
1,0,0.0,1361.24,0
1,0,0.0,3296.85,0
1,0,0.0,2831.28,0
1,0,0.0,2970.92,0
1,0,0.0,2437.19,0
1,0,0.0,1906.06,0
1,0,0.0,772.03,0
1,0,0.0,1211.73,0
2,0,229.74606427532112,886.82,0
2,0,1844.594104742287,3495.47,0
1,0,0.0,80.33,0
1,0,0.0,3383.74,0
1,0,0.0,4755.24,0
1,0,0.0,1642.55,0
1,0,0.0,1619.74,0
1,0,0.0,4823.09,0
1,0,0.0,1055.74,0
2,0,372.1290857350444,529.47,0
2,0,1662.4433979086325,2880.52,0
1,0,0.0,3386.04,0
1,0,0.0,4137.08,0
1,0,0.0,404.47,0
2,0,1777.6593768351686,2918.46,0
1,0,0.0,1442.41,0
1,0,0.0,1318.39,0
2,0,40.44650788387039,1375.59,0
2,0,2096.2675503022033,4340.16,0
2,0,2830.7747192597294,336.84,0
1,0,0.0,2040.61,0
2,0,946.7523403984804,3379.52,0
3,0,898.4490775961281,3747.91,0
1,0,0.0,4155.14,0
1,0,0.0,1976.68,0
1,0,0.0,3502.63,0
2,0,945.4583349889089,2165.55,0
1,0,0.0,70.97,0
1,0,0.0,3252.37,0
1,0,0.0,3393.23,0
1,0,0.0,1618.77,0
2,0,1414.3479126615205,3618.96,0
1,0,0.0,3357.58,0
1,0,0.0,3297.97,0
1,0,0.0,4659.39,0
2,0,456.90411773149975,4013.23,0
1,0,0.0,2603.79,0
1,0,0.0,2234.0,0
1,0,0.0,730.84,0
2,0,2966.518008044111,4926.13,0
1,0,0.0,3105.34,0
2,0,1207.2363364519808,1398.05,0
1,0,0.0,3964.86,0
2,0,2081.100109845752,1021.74,0
1,0,0.0,2226.48,0
1,0,0.0,1630.25,0
1,0,0.0,840.71,0
1,0,0.0,4507.12,0
1,0,0.0,2668.94,0
2,0,1105.2856807405044,4232.05,0
2,0,360.0658440480019,3722.84,0
1,0,0.0,1736.03,0
2,0,1409.3769519897792,3729.19,0
1,0,0.0,3333.47,0
1,0,0.0,2022.47,0
1,0,0.0,638.33,0
2,0,2297.432358481964,3887.39,0
1,0,0.0,2383.14,0
1,0,0.0,3829.58,0
1,0,0.0,451.48,0
1,0,0.0,2886.88,0
1,0,0.0,970.11,0
1,0,0.0,2812.54,0
2,0,1463.3291993943128,4882.0,0
3,0,1899.5435307462685,1088.14,0
1,0,0.0,3272.64,0
1,0,0.0,3906.82,0
1,0,0.0,4270.85,0
1,0,0.0,2453.29,0
1,0,0.0,1028.65,0
1,0,0.0,4005.28,0
1,0,0.0,1600.77,0
2,0,167.52066753090503,1837.68,0
3,0,822.554128330369,309.37,0
3,0,1125.8957652613021,2505.7,0
1,0,0.0,1511.03,0
1,0,0.0,2612.05,0
2,0,51.05310960166892,2539.85,0
1,0,0.0,3315.36,0
2,0,1660.5624938706762,966.97,0
3,0,1293.6440069431776,1200.77,0
2,0,66.94887004274236,1106.09,0
2,0,1298.7500960731438,2942.8,0
1,0,0.0,2435.04,0
1,0,0.0,3977.63,0
2,0,286.15904327838393,3572.94,0
1,0,0.0,4098.68,0
2,0,2162.516384631571,1040.42,0
1,0,0.0,4964.34,0
1,0,0.0,202.06,0
1,0,0.0,861.77,0
1,0,0.0,1577.67,0
1,0,0.0,1132.27,0
1,0,0.0,2665.9,0
2,0,1509.6022671551605,4800.8,0
1,0,0.0,2051.98,0
1,0,0.0,1054.41,0
2,0,430.67752721729056,445.34,0
1,0,0.0,3205.39,0
1,0,0.0,3416.73,0
2,0,1082.5734109287923,1885.74,0
3,0,958.630629300636,1651.75,0
1,0,0.0,1726.54,0
1,0,0.0,3908.89,0
1,0,0.0,3063.49,0
1,0,0.0,150.6,0
2,0,3006.9503737923574,4403.07,0
2,0,1994.133046827618,1582.94,0
1,0,0.0,3889.49,0
1,0,0.0,781.58,0
1,0,0.0,104.05,0
1,0,0.0,652.41,0
1,0,0.0,2358.53,0
1,0,0.0,4825.7,0
2,0,3043.670428939375,521.3,0
2,0,2149.413695976184,3561.03,0
1,0,0.0,4155.98,0
2,0,51.74607424723175,4229.16,0
1,0,0.0,4810.95,0
1,0,0.0,2710.98,0
1,0,0.0,4382.64,0
2,0,334.5039339081085,3909.58,0
1,0,0.0,3709.13,0
2,0,2009.2439187415748,867.63,0
1,0,0.0,3667.97,0
1,0,0.0,2941.05,0
2,0,1521.4180214687876,789.44,0
1,0,0.0,1746.6,0
1,0,0.0,3555.42,0
2,0,164.62860079585178,3788.24,0
1,0,0.0,2105.4,0
2,0,705.5723594713728,1107.57,0
1,0,0.0,3255.57,0
2,0,1754.9258938200212,773.73,0
1,0,0.0,4400.54,0
2,0,1661.092823956566,2051.4,0
1,0,0.0,710.74,0
2,0,906.348258921481,1992.51,0
1,0,0.0,3356.5,0
1,0,0.0,2999.11,0
2,0,1402.609940093824,1015.52,0
2,0,1132.0779566796625,2616.52,0
1,0,0.0,2817.9,0
2,0,139.05961958814666,2621.24,0
1,0,0.0,1700.17,0
1,0,0.0,2730.45,0
1,0,0.0,2744.27,0
1,0,0.0,3100.04,0
1,0,0.0,1280.78,0
1,0,0.0,4351.94,0
1,0,0.0,2716.98,0
2,0,1122.9916345414156,1128.83,0
2,0,2079.4313378421516,4069.59,0
1,0,0.0,2148.1,0
2,0,777.6548247455294,1048.33,0
1,0,0.0,622.45,0
1,0,0.0,2993.38,0
2,0,1343.2271126097776,1093.77,0
3,0,1380.715984516729,307.85,0
1,0,0.0,1387.55,0
1,0,0.0,3325.11,0
2,0,738.6649568309032,2280.48,0
1,0,0.0,1988.29,0
1,0,0.0,3135.73,0
1,0,0.0,4945.34,0
1,0,0.0,743.22,0
1,0,0.0,3063.35,0
1,0,0.0,2753.05,0
1,0,0.0,4160.04,0
2,0,1269.3556671792187,2364.9,0
3,0,901.4623893614937,3407.41,0
1,0,0.0,4088.0,0
2,0,403.97717515968674,4659.31,0
3,0,306.59261933930094,4180.78,0
1,0,0.0,1750.17,0
1,0,0.0,2178.07,0
1,0,0.0,2646.52,0
1,0,0.0,791.3,0
1,0,0.0,2007.66,0
1,0,0.0,496.13,0
1,0,0.0,700.86,0
1,0,0.0,4750.84,0
2,0,569.6240097204472,3945.27,0
1,0,0.0,3616.25,0
1,0,0.0,2918.64,0
1,0,0.0,2514.27,0
1,0,0.0,4370.45,0
1,0,0.0,2100.86,0
1,0,0.0,818.05,0
1,0,0.0,2762.28,0
1,0,0.0,280.97,0
1,0,0.0,2317.45,0
2,0,1820.5595452497564,4892.11,0
2,0,2642.9035185662756,1154.48,0
3,0,1874.8292298855736,3283.19,0
1,0,0.0,4838.67,0
1,0,0.0,1290.1,0
1,0,0.0,2406.87,0
2,0,528.7532377678646,3154.64,0
1,0,0.0,312.03,0
2,0,527.2541713917492,1057.68,0
1,0,0.0,4984.24,0
2,0,1895.2017370718083,2304.02,0
1,0,0.0,2078.0,0
1,0,0.0,1039.47,0
1,0,0.0,1998.05,0
1,0,0.0,1689.07,0
2,0,2003.2122978980535,4522.04,0
2,0,219.86778254214482,4832.98,0
1,0,0.0,4813.53,0
2,0,845.8906291300309,3617.26,0
3,0,1124.441727984751,2566.21,0
1,0,0.0,4146.66,0
1,0,0.0,276.27,0
2,0,2730.400911670299,4137.64,0
1,0,0.0,429.61,0
2,0,2176.637307051866,3507.84,0
2,0,949.9484630494437,4851.27,0
2,0,650.7786549972276,3930.93,0
1,0,0.0,374.86,0
1,0,0.0,479.09,0
1,0,0.0,3844.16,0
1,0,0.0,3536.6,0
2,0,1286.00096080835,1717.92,0
1,0,0.0,4620.76,0
1,0,0.0,3758.21,0
1,0,0.0,3425.65,0
2,0,747.5745022738537,4482.88,0
2,0,1162.589614287862,2838.73,0
1,0,0.0,668.26,0
1,0,0.0,3368.5,0
1,0,0.0,1113.69,0
1,0,0.0,2288.39,0
2,0,1180.6491214793664,618.7,0
1,0,0.0,3131.63,0
1,0,0.0,550.48,0
2,0,147.89845435297826,759.64,0
1,0,0.0,3188.04,0
2,0,658.3659107593589,2256.97,0
1,0,0.0,4972.47,0
2,0,2812.842491288839,994.51,0
3,0,2006.2957862771218,3439.06,0
2,0,216.62216241649878,3745.41,0
2,0,561.5912766861679,2951.2,0
1,0,0.0,1052.93,0
1,0,0.0,71.9,0
1,0,0.0,1622.34,0
1,0,0.0,2398.78,0
1,0,0.0,506.07,0
1,0,0.0,2303.79,0
2,0,104.30532129282746,2156.28,0
1,0,0.0,4149.26,0
1,0,0.0,1564.0,0
2,0,1377.0126746148705,3511.39,0
1,0,0.0,3475.74,0
1,0,0.0,1333.92,0
1,0,0.0,2815.69,0
2,0,1361.0532745634905,890.87,0
1,0,0.0,1597.24,0
2,0,1291.5163937016052,3423.72,0
2,0,138.67778192630595,3619.84,0
1,0,0.0,1967.78,0
2,0,1834.836031161913,4562.63,0
1,0,0.0,3998.04,0
2,0,709.3553807507207,2994.86,0
1,0,0.0,3377.04,0
1,0,0.0,3963.48,0
1,0,0.0,1336.49,0
1,0,0.0,2767.76,0
2,0,1326.758595675943,891.44,0
1,0,0.0,4904.25,0
2,0,1598.5704423640516,2643.53,0
1,0,0.0,3502.04,0
1,0,0.0,1647.5,0
1,0,0.0,765.82,0
1,0,0.0,849.04,0
2,0,94.27854713560232,715.71,0
2,0,2727.445205324939,4572.9,0
1,0,0.0,1452.13,0
1,0,0.0,3268.61,0
2,0,534.8838535607521,2512.17,0
1,0,0.0,1125.97,0
1,0,0.0,3004.05,0
1,0,0.0,2027.65,0
1,0,0.0,15.03,0
1,0,0.0,1782.0,0
1,0,0.0,1197.06,0
1,0,0.0,1013.04,0
2,0,896.1376370011473,2280.37,0
2,0,430.54317692886497,1671.49,0
1,0,0.0,2147.78,0
2,0,98.96666509486938,2007.82,0
1,0,0.0,166.12,0
2,0,78.89897464479496,277.7,0
1,0,0.0,4810.74,0
1,0,0.0,1397.16,0
1,0,0.0,1507.92,0
1,0,0.0,502.76,0
1,0,0.0,3983.21,0
1,0,0.0,4456.48,0
1,0,0.0,3503.11,0
1,0,0.0,187.93,0
1,0,0.0,3952.07,0
2,0,638.3265045805321,3049.34,0
3,0,472.86630841426353,3256.54,0
1,0,0.0,4224.9,0
1,0,0.0,812.67,0
1,0,0.0,572.17,0
1,0,0.0,4958.96,0
1,0,0.0,3769.16,0
1,0,0.0,4492.16,0
1,0,0.0,4709.37,0
1,0,0.0,1777.94,0
1,0,0.0,2208.82,0
1,0,0.0,628.34,0
1,0,0.0,4159.82,0
1,0,0.0,2127.94,0
1,0,0.0,4097.2,0
2,0,2439.7729535348158,646.84,0
1,0,0.0,4952.36,0
1,0,0.0,4796.78,0
1,0,0.0,1117.55,0
1,0,0.0,2694.33,0
1,0,0.0,564.25,0
1,0,0.0,3073.41,0
1,0,0.0,3289.2,0
1,0,0.0,4687.7,0
1,0,0.0,4381.66,0
1,0,0.0,340.73,0
1,0,0.0,1220.29,0
2,0,664.7581560612851,280.18,0
2,0,3179.7389868431023,4777.01,0
2,0,2585.804645985462,1120.13,0
1,0,0.0,2576.39,0
2,0,1248.114179472375,4341.49,0
1,0,0.0,431.57,0
1,0,0.0,3256.84,0
1,0,0.0,678.12,0
2,0,313.382654354066,234.93,0
1,0,0.0,4736.25,0
1,0,0.0,2186.71,0
1,0,0.0,2028.83,0
2,0,163.26388470816187,1797.94,0
1,0,0.0,2113.73,0
1,0,0.0,1971.82,0
1,0,0.0,3015.31,0
1,0,0.0,3733.26,0
1,0,0.0,4878.42,0
1,0,0.0,1690.67,0
1,0,0.0,2281.05,0
1,0,0.0,3788.03,0
1,0,0.0,3351.31,0
1,0,0.0,3336.45,0
1,0,0.0,3851.7,0
1,0,0.0,689.89,0
1,0,0.0,4018.67,0
1,0,0.0,2195.35,0
